样本ID,人群,时期,年龄_年前
959,YRI,现代,0
960,YRI,现代,0
961,YRI,现代,0
962,YRI,现代,0
963,YRI,现代,0
964,YRI,古代_近期,5000
965,YRI,现代,0
966,YRI,现代,0
967,YRI,现代,0
968,YRI,现代,0
969,YRI,现代,0
970,YRI,现代,0
971,YRI,现代,0
972,YRI,现代,0
973,YRI,古代_远期,25000
974,YRI,现代,0
975,YRI,现代,0
976,YRI,现代,0
977,YRI,现代,0
978,YRI,现代,0
979,YRI,现代,0
980,YRI,现代,0
981,YRI,现代,0
982,YRI,现代,0
983,YRI,现代,0
984,YRI,现代,0
985,YRI,现代,0
986,YRI,现代,0
987,YRI,古代_近期,5000
988,YRI,现代,0
989,YRI,现代,0
990,YRI,现代,0
991,YRI,现代,0
992,YRI,现代,0
993,YRI,古代_远期,25000
994,YRI,现代,0
995,YRI,现代,0
996,YRI,现代,0
997,YRI,现代,0
998,YRI,现代,0
999,YRI,现代,0
1000,YRI,现代,0
1001,YRI,现代,0
1002,YRI,现代,0
1003,YRI,现代,0
1004,YRI,现代,0
1005,YRI,现代,0
1006,YRI,现代,0
1007,YRI,现代,0
1008,YRI,现代,0
1009,YRI,现代,0
1010,YRI,现代,0
1011,YRI,现代,0
1012,YRI,现代,0
1013,YRI,现代,0
1014,YRI,现代,0
1015,YRI,现代,0
1016,YRI,现代,0
1017,YRI,现代,0
1018,YRI,现代,0
1019,YRI,现代,0
1020,YRI,现代,0
1021,YRI,现代,0
1022,YRI,现代,0
1023,YRI,现代,0
1024,YRI,现代,0
1025,YRI,现代,0
1026,YRI,现代,0
1027,YRI,现代,0
1028,YRI,现代,0
1029,YRI,现代,0
1030,YRI,现代,0
1031,YRI,现代,0
1032,YRI,现代,0
1033,YRI,现代,0
1034,YRI,现代,0
1035,YRI,现代,0
1036,YRI,古代_远期,25000
1037,YRI,现代,0
1038,YRI,现代,0
1039,YRI,现代,0
1040,YRI,现代,0
1041,YRI,古代_远期,25000
1042,YRI,现代,0
1043,YRI,现代,0
1044,YRI,现代,0
1045,YRI,现代,0
1046,YRI,现代,0
1047,YRI,现代,0
1048,YRI,现代,0
1049,YRI,现代,0
1050,YRI,现代,0
1051,YRI,现代,0
1052,YRI,现代,0
1053,YRI,现代,0
1054,YRI,古代_近期,5000
1055,YRI,现代,0
1056,YRI,现代,0
1057,YRI,现代,0
1058,YRI,现代,0
1059,YRI,现代,0
1060,YRI,现代,0
1061,YRI,现代,0
1062,YRI,现代,0
1063,YRI,现代,0
1064,YRI,现代,0
1065,YRI,现代,0
1066,YRI,现代,0
1067,YRI,现代,0
1068,YRI,现代,0
1069,YRI,现代,0
1070,YRI,现代,0
1071,YRI,现代,0
1072,YRI,现代,0
1073,YRI,现代,0
1074,YRI,现代,0
1075,YRI,现代,0
1076,YRI,现代,0
1077,YRI,现代,0
1078,YRI,古代_近期,5000
1079,YRI,现代,0
1080,YRI,古代_近期,5000
1081,YRI,现代,0
1082,YRI,现代,0
1083,YRI,古代_近期,5000
1084,YRI,现代,0
1085,YRI,现代,0
1086,YRI,现代,0
1087,YRI,现代,0
1088,YRI,现代,0
1089,YRI,古代_近期,5000
1090,YRI,现代,0
1091,YRI,现代,0
1092,YRI,现代,0
1093,YRI,现代,0
1094,YRI,现代,0
1095,YRI,现代,0
1096,YRI,现代,0
1097,YRI,现代,0
1098,YRI,现代,0
1099,YRI,现代,0
1100,YRI,现代,0
1101,YRI,现代,0
1102,YRI,现代,0
1103,YRI,古代_远期,25000
1104,YRI,现代,0
1105,YRI,现代,0
1106,YRI,现代,0
1107,YRI,古代_远期,25000
1108,YRI,现代,0
1109,YRI,现代,0
1110,YRI,现代,0
1111,YRI,现代,0
1112,YRI,现代,0
1113,YRI,现代,0
1114,YRI,现代,0
1115,YRI,现代,0
1116,YRI,现代,0
1117,YRI,现代,0
1118,YRI,古代_近期,5000
1119,YRI,现代,0
1120,YRI,现代,0
1121,YRI,现代,0
1122,YRI,现代,0
1123,YRI,现代,0
1124,YRI,现代,0
1125,YRI,现代,0
1126,YRI,现代,0
1127,YRI,现代,0
1128,YRI,现代,0
1129,YRI,现代,0
1130,YRI,现代,0
1131,YRI,现代,0
1132,YRI,现代,0
1133,YRI,现代,0
1134,YRI,现代,0
1135,YRI,现代,0
1136,YRI,现代,0
1137,YRI,现代,0
1138,YRI,现代,0
1139,YRI,现代,0
1140,YRI,现代,0
1141,YRI,现代,0
1142,YRI,现代,0
1143,YRI,现代,0
1144,YRI,现代,0
1145,YRI,现代,0
1146,YRI,现代,0
1147,YRI,现代,0
1148,YRI,现代,0
1149,YRI,现代,0
1150,YRI,现代,0
1151,YRI,现代,0
1152,YRI,现代,0
1153,YRI,现代,0
1154,YRI,现代,0
1155,YRI,现代,0
1156,YRI,现代,0
1157,YRI,现代,0
1158,YRI,现代,0
1159,YRI,现代,0
1160,YRI,现代,0
1161,YRI,现代,0
1162,YRI,现代,0
1163,YRI,现代,0
1164,YRI,现代,0
1165,YRI,现代,0
1166,YRI,现代,0
1167,YRI,现代,0
1168,YRI,现代,0
1169,YRI,现代,0
1170,YRI,现代,0
1171,YRI,现代,0
1172,YRI,现代,0
1173,YRI,现代,0
1174,YRI,现代,0
1175,YRI,现代,0
1176,YRI,现代,0
1177,YRI,现代,0
1178,YRI,现代,0
1179,YRI,古代_近期,5000
1180,YRI,现代,0
1181,YRI,现代,0
1182,YRI,古代_近期,5000
1183,YRI,现代,0
1184,YRI,现代,0
1185,YRI,现代,0
1186,YRI,现代,0
1187,YRI,现代,0
1188,YRI,现代,0
1189,YRI,现代,0
1190,YRI,现代,0
1191,YRI,现代,0
1192,YRI,现代,0
1193,YRI,古代_远期,25000
1194,YRI,现代,0
1195,YRI,现代,0
1196,YRI,现代,0
1197,YRI,现代,0
1198,YRI,现代,0
1199,YRI,现代,0
1200,YRI,现代,0
1201,YRI,现代,0
1202,YRI,现代,0
1203,YRI,现代,0
1204,YRI,现代,0
1205,YRI,现代,0
1206,YRI,现代,0
1207,YRI,现代,0
1208,YRI,现代,0
1209,YRI,现代,0
1210,YRI,现代,0
1211,YRI,现代,0
1212,YRI,现代,0
1213,YRI,现代,0
1214,YRI,现代,0
1215,YRI,现代,0
1216,YRI,现代,0
1217,YRI,现代,0
1218,YRI,现代,0
1219,YRI,现代,0
1220,YRI,现代,0
1221,YRI,现代,0
1222,YRI,现代,0
1223,YRI,古代_远期,25000
1224,YRI,现代,0
1225,YRI,现代,0
1226,YRI,现代,0
1227,YRI,现代,0
1228,YRI,现代,0
1229,YRI,现代,0
1230,YRI,现代,0
1231,YRI,现代,0
1232,YRI,现代,0
1233,YRI,古代_近期,5000
1234,YRI,现代,0
1235,YRI,现代,0
1236,YRI,现代,0
1237,YRI,现代,0
1238,YRI,现代,0
1239,YRI,现代,0
1240,YRI,现代,0
1241,YRI,现代,0
1242,YRI,现代,0
1243,YRI,现代,0
1244,YRI,古代_近期,5000
1245,YRI,现代,0
1246,YRI,现代,0
1247,YRI,现代,0
1248,YRI,现代,0
1249,YRI,现代,0
1250,YRI,现代,0
1251,YRI,现代,0
1252,YRI,现代,0
1253,YRI,现代,0
1254,YRI,现代,0
1255,YRI,现代,0
1256,YRI,现代,0
1257,YRI,现代,0
1258,YRI,现代,0
1259,YRI,古代_远期,25000
1260,YRI,现代,0
1261,YRI,现代,0
1262,YRI,现代,0
1263,YRI,现代,0
1264,YRI,现代,0
1265,YRI,现代,0
1266,YRI,现代,0
1267,YRI,现代,0
1268,YRI,现代,0
1269,YRI,现代,0
1270,YRI,现代,0
1271,YRI,现代,0
1272,YRI,现代,0
1273,YRI,古代_近期,5000
1274,YRI,现代,0
1275,YRI,现代,0
1276,YRI,现代,0
1277,YRI,现代,0
1278,YRI,现代,0
1279,YRI,现代,0
1280,YRI,现代,0
1281,YRI,现代,0
1282,YRI,现代,0
1283,YRI,现代,0
1284,YRI,现代,0
1285,YRI,现代,0
1286,YRI,现代,0
1287,YRI,现代,0
1288,YRI,现代,0
1289,YRI,古代_近期,5000
1290,YRI,古代_近期,5000
1291,YRI,现代,0
1292,YRI,古代_近期,5000
1293,YRI,现代,0
1294,YRI,现代,0
1295,YRI,现代,0
1296,YRI,现代,0
1297,YRI,现代,0
1298,YRI,现代,0
1299,YRI,现代,0
1300,YRI,现代,0
1301,YRI,现代,0
1302,YRI,现代,0
1303,YRI,现代,0
1304,YRI,现代,0
1305,YRI,现代,0
1306,YRI,现代,0
1307,YRI,现代,0
1308,YRI,现代,0
1309,YRI,现代,0
1310,YRI,现代,0
1311,YRI,现代,0
1312,YRI,现代,0
1313,YRI,古代_远期,25000
1314,YRI,现代,0
1315,YRI,现代,0
1316,YRI,现代,0
1317,YRI,现代,0
1318,YRI,现代,0
1319,YRI,现代,0
1320,YRI,现代,0
1321,YRI,现代,0
1322,YRI,现代,0
1323,YRI,古代_近期,5000
1324,YRI,现代,0
1325,YRI,现代,0
1326,YRI,现代,0
1327,YRI,现代,0
1328,YRI,现代,0
1329,YRI,现代,0
1330,YRI,现代,0
1331,YRI,现代,0
1332,YRI,现代,0
1333,YRI,古代_近期,5000
1334,YRI,现代,0
1335,YRI,现代,0
1336,YRI,现代,0
1337,YRI,现代,0
1338,YRI,现代,0
1339,YRI,现代,0
1340,YRI,现代,0
1341,YRI,现代,0
1342,YRI,现代,0
1343,YRI,现代,0
1344,YRI,现代,0
1345,YRI,现代,0
1346,YRI,现代,0
1347,YRI,现代,0
1348,YRI,现代,0
1349,YRI,现代,0
1350,YRI,现代,0
1351,YRI,现代,0
1352,YRI,现代,0
1353,YRI,现代,0
1354,YRI,现代,0
1355,YRI,现代,0
1356,YRI,现代,0
1357,YRI,现代,0
1358,YRI,现代,0
1359,YRI,现代,0
1360,YRI,现代,0
1361,YRI,现代,0
1362,YRI,现代,0
1363,YRI,现代,0
1364,YRI,现代,0
1365,YRI,现代,0
1366,YRI,现代,0
1367,YRI,现代,0
1368,YRI,现代,0
1369,YRI,现代,0
1370,YRI,古代_远期,25000
1371,YRI,现代,0
1372,YRI,现代,0
1373,YRI,现代,0
1374,YRI,现代,0
1375,YRI,现代,0
1376,YRI,现代,0
1377,YRI,现代,0
1378,YRI,现代,0
1379,YRI,现代,0
1380,YRI,现代,0
1381,YRI,现代,0
1382,YRI,现代,0
1383,YRI,现代,0
1384,YRI,现代,0
1385,YRI,现代,0
1386,YRI,现代,0
1387,YRI,现代,0
1388,YRI,现代,0
1389,YRI,现代,0
1390,YRI,现代,0
1391,YRI,现代,0
1392,YRI,现代,0
1393,YRI,现代,0
1394,YRI,现代,0
1395,YRI,古代_近期,5000
1396,YRI,现代,0
1397,YRI,现代,0
1398,YRI,现代,0
1399,YRI,现代,0
1400,YRI,现代,0
1401,YRI,现代,0
1402,YRI,现代,0
1403,YRI,现代,0
1404,YRI,现代,0
1405,YRI,现代,0
1406,YRI,现代,0
1407,YRI,现代,0
1408,YRI,现代,0
1409,YRI,现代,0
1410,YRI,现代,0
1411,YRI,现代,0
1412,YRI,现代,0
1413,YRI,现代,0
1414,YRI,现代,0
1415,YRI,现代,0
1416,YRI,现代,0
1417,YRI,现代,0
1418,YRI,现代,0
1419,YRI,古代_远期,25000
1420,YRI,现代,0
1421,YRI,现代,0
1422,YRI,现代,0
1423,YRI,现代,0
1424,YRI,现代,0
1425,YRI,现代,0
1426,YRI,现代,0
1427,YRI,现代,0
1428,YRI,现代,0
1429,YRI,现代,0
1430,YRI,现代,0
1431,YRI,现代,0
1432,YRI,现代,0
1433,YRI,现代,0
1434,YRI,现代,0
1435,YRI,现代,0
1436,YRI,现代,0
1437,YRI,现代,0
1438,YRI,现代,0
1439,YRI,现代,0
1440,YRI,现代,0
1441,YRI,现代,0
1442,YRI,现代,0
1443,YRI,现代,0
1444,YRI,现代,0
1445,YRI,现代,0
1446,YRI,现代,0
1447,YRI,现代,0
1448,YRI,现代,0
1449,YRI,现代,0
1450,YRI,古代_近期,5000
1451,YRI,现代,0
1452,YRI,现代,0
1453,YRI,古代_近期,5000
1454,YRI,现代,0
1455,YRI,现代,0
1456,YRI,现代,0
1457,YRI,现代,0
1458,YRI,现代,0
1459,YRI,现代,0
1460,YRI,现代,0
1461,YRI,现代,0
1462,YRI,现代,0
1463,YRI,现代,0
1464,YRI,现代,0
1465,YRI,现代,0
1466,YRI,现代,0
1467,YRI,现代,0
1468,YRI,现代,0
1469,YRI,现代,0
1470,YRI,现代,0
1471,YRI,现代,0
1472,YRI,现代,0
1473,YRI,古代_近期,5000
1474,YRI,古代_近期,5000
1475,YRI,现代,0
1476,YRI,现代,0
1477,YRI,现代,0
1478,YRI,现代,0
1479,YRI,现代,0
1480,YRI,现代,0
1481,YRI,现代,0
1482,YRI,现代,0
1483,YRI,古代_近期,5000
1484,YRI,现代,0
1485,YRI,现代,0
1486,YRI,现代,0
1487,YRI,古代_近期,5000
1488,YRI,现代,0
1489,YRI,现代,0
1490,YRI,现代,0
1491,YRI,现代,0
1492,YRI,现代,0
1493,YRI,现代,0
1494,YRI,现代,0
1495,YRI,现代,0
1496,YRI,现代,0
1497,YRI,现代,0
1498,YRI,现代,0
1499,YRI,现代,0
1500,YRI,现代,0
1501,YRI,现代,0
1502,YRI,古代_近期,5000
1503,YRI,现代,0
1504,YRI,现代,0
1505,YRI,现代,0
1506,YRI,现代,0
1507,YRI,现代,0
1508,YRI,现代,0
1509,YRI,现代,0
1510,YRI,现代,0
1511,YRI,现代,0
1512,YRI,古代_近期,5000
1513,YRI,现代,0
1514,YRI,现代,0
1515,YRI,现代,0
1516,YRI,现代,0
1517,YRI,现代,0
1518,YRI,现代,0
1519,YRI,现代,0
1520,YRI,现代,0
1521,YRI,现代,0
1522,YRI,现代,0
1523,YRI,现代,0
1524,YRI,现代,0
1525,YRI,现代,0
1526,YRI,现代,0
1527,YRI,现代,0
1528,YRI,现代,0
1529,YRI,现代,0
1530,YRI,现代,0
1531,YRI,现代,0
1532,YRI,古代_近期,5000
1533,YRI,现代,0
1534,YRI,现代,0
1535,YRI,现代,0
1536,YRI,现代,0
1537,YRI,现代,0
1538,YRI,现代,0
1539,YRI,现代,0
1540,YRI,现代,0
1541,YRI,现代,0
1542,YRI,现代,0
1543,YRI,现代,0
1544,YRI,古代_远期,25000
1545,YRI,现代,0
1546,YRI,古代_远期,25000
1547,YRI,现代,0
1548,YRI,现代,0
1549,YRI,现代,0
1550,YRI,现代,0
1551,YRI,现代,0
1552,YRI,现代,0
1553,YRI,现代,0
1554,YRI,现代,0
1555,YRI,古代_近期,5000
1556,YRI,古代_近期,5000
1557,YRI,现代,0
1558,YRI,现代,0
1559,YRI,现代,0
1560,YRI,现代,0
1561,YRI,现代,0
1562,YRI,现代,0
1563,YRI,现代,0
1564,YRI,现代,0
1565,YRI,现代,0
1566,YRI,古代_远期,25000
1567,YRI,现代,0
1568,YRI,古代_近期,5000
1569,YRI,现代,0
1570,YRI,现代,0
1571,YRI,现代,0
1572,YRI,现代,0
1573,YRI,现代,0
1574,YRI,现代,0
1575,YRI,现代,0
1576,YRI,现代,0
1577,YRI,现代,0
1578,YRI,现代,0
1579,YRI,现代,0
1580,YRI,现代,0
1581,YRI,现代,0
1582,YRI,现代,0
1583,YRI,现代,0
1584,YRI,现代,0
1585,YRI,现代,0
1586,YRI,现代,0
1587,YRI,现代,0
1588,YRI,现代,0
1589,YRI,现代,0
1590,YRI,现代,0
1591,YRI,现代,0
1592,YRI,现代,0
1593,YRI,现代,0
1594,YRI,现代,0
1595,YRI,现代,0
1596,YRI,现代,0
1597,YRI,现代,0
1598,YRI,现代,0
1599,YRI,现代,0
1600,YRI,现代,0
1601,YRI,现代,0
1602,YRI,现代,0
1603,YRI,现代,0
1604,YRI,现代,0
1605,YRI,古代_远期,25000
1606,YRI,现代,0
1607,YRI,现代,0
1608,YRI,古代_近期,5000
1609,YRI,古代_近期,5000
1610,YRI,现代,0
1611,YRI,现代,0
1612,YRI,现代,0
1613,YRI,现代,0
1614,YRI,现代,0
1615,YRI,现代,0
1616,YRI,现代,0
1617,YRI,现代,0
1618,YRI,现代,0
1619,YRI,现代,0
1620,YRI,现代,0
1621,YRI,古代_近期,5000
1622,YRI,现代,0
1623,YRI,古代_近期,5000
1624,YRI,现代,0
1625,YRI,现代,0
1626,YRI,现代,0
1627,YRI,现代,0
1628,YRI,现代,0
1629,YRI,现代,0
1630,YRI,现代,0
1631,YRI,现代,0
1632,YRI,现代,0
1633,YRI,现代,0
1634,YRI,现代,0
1635,YRI,现代,0
1636,YRI,现代,0
1637,YRI,现代,0
1638,YRI,现代,0
1639,YRI,现代,0
1640,YRI,现代,0
1641,YRI,现代,0
1642,YRI,现代,0
1643,YRI,现代,0
1644,YRI,现代,0
1645,YRI,现代,0
1646,YRI,古代_近期,5000
1647,YRI,古代_近期,5000
1648,YRI,现代,0
1649,YRI,现代,0
1650,YRI,现代,0
1651,YRI,现代,0
1652,YRI,现代,0
1653,YRI,现代,0
1654,YRI,现代,0
1655,YRI,现代,0
1656,YRI,现代,0
1657,YRI,现代,0
1658,YRI,现代,0
1659,YRI,现代,0
1660,YRI,现代,0
1661,YRI,现代,0
1662,YRI,现代,0
1663,YRI,现代,0
1664,YRI,古代_近期,5000
1665,YRI,现代,0
1666,YRI,古代_远期,25000
1667,YRI,现代,0
1668,YRI,现代,0
1669,YRI,现代,0
1670,YRI,现代,0
1671,YRI,现代,0
1672,YRI,现代,0
1673,YRI,现代,0
1674,YRI,现代,0
1675,YRI,现代,0
1676,YRI,现代,0
1677,YRI,现代,0
1678,YRI,现代,0
1679,YRI,现代,0
1680,YRI,现代,0
1681,YRI,现代,0
1682,YRI,现代,0
1683,YRI,现代,0
1684,YRI,现代,0
1685,YRI,现代,0
1686,YRI,现代,0
1687,YRI,现代,0
1688,YRI,现代,0
1689,YRI,现代,0
1690,YRI,现代,0
1691,YRI,古代_近期,5000
1692,YRI,现代,0
1693,YRI,现代,0
1694,YRI,现代,0
1695,YRI,现代,0
1696,YRI,古代_近期,5000
1697,YRI,现代,0
1698,YRI,现代,0
1699,YRI,古代_远期,25000
1700,YRI,现代,0
1701,YRI,现代,0
1702,YRI,现代,0
1703,YRI,现代,0
1704,YRI,现代,0
1705,YRI,现代,0
1706,YRI,现代,0
1707,YRI,现代,0
1708,YRI,现代,0
1709,YRI,现代,0
1710,YRI,现代,0
1711,YRI,现代,0
1712,YRI,现代,0
1713,YRI,现代,0
1714,YRI,现代,0
1715,YRI,现代,0
1716,YRI,现代,0
1717,YRI,现代,0
1718,YRI,现代,0
1719,YRI,现代,0
1720,YRI,现代,0
1721,YRI,现代,0
1722,YRI,现代,0
1723,YRI,现代,0
1724,YRI,现代,0
1725,YRI,现代,0
1726,YRI,现代,0
1727,YRI,现代,0
1728,YRI,现代,0
1729,YRI,古代_近期,5000
1730,YRI,现代,0
1731,YRI,古代_近期,5000
1732,YRI,现代,0
1733,YRI,现代,0
1734,YRI,现代,0
1735,YRI,现代,0
1736,YRI,现代,0
1737,YRI,现代,0
1738,YRI,现代,0
1739,YRI,现代,0
1740,YRI,现代,0
1741,YRI,古代_近期,5000
1742,YRI,现代,0
1743,YRI,现代,0
1744,YRI,现代,0
1745,YRI,现代,0
1746,YRI,现代,0
1747,YRI,现代,0
1748,YRI,现代,0
1749,YRI,现代,0
1750,YRI,现代,0
1751,YRI,现代,0
1752,YRI,现代,0
1753,YRI,现代,0
1754,YRI,现代,0
1755,YRI,现代,0
1756,YRI,现代,0
1757,YRI,现代,0
1758,YRI,现代,0
1759,YRI,现代,0
1760,YRI,现代,0
1761,YRI,现代,0
1762,YRI,现代,0
1763,YRI,现代,0
1764,YRI,现代,0
1765,YRI,现代,0
1766,YRI,现代,0
1767,YRI,现代,0
1768,YRI,现代,0
1769,YRI,现代,0
1770,YRI,现代,0
1771,YRI,现代,0
1772,YRI,现代,0
1773,YRI,现代,0
1774,YRI,现代,0
1775,YRI,现代,0
1776,YRI,现代,0
1777,YRI,现代,0
1778,YRI,现代,0
1779,YRI,现代,0
1780,YRI,现代,0
1781,YRI,现代,0
1782,YRI,现代,0
1783,YRI,现代,0
1784,YRI,现代,0
1785,YRI,现代,0
1786,YRI,现代,0
1787,YRI,现代,0
1788,YRI,现代,0
1789,YRI,古代_远期,25000
1790,YRI,现代,0
1791,YRI,现代,0
1792,YRI,现代,0
1793,YRI,现代,0
1794,YRI,现代,0
1795,YRI,现代,0
1796,YRI,现代,0
1797,YRI,现代,0
1798,YRI,古代_近期,5000
1799,YRI,现代,0
1800,YRI,现代,0
1801,YRI,现代,0
1802,YRI,现代,0
1803,YRI,现代,0
1804,YRI,现代,0
1805,YRI,现代,0
1806,YRI,现代,0
1807,YRI,现代,0
1808,YRI,现代,0
1809,YRI,现代,0
1810,YRI,现代,0
1811,YRI,现代,0
1812,YRI,现代,0
1813,YRI,现代,0
1814,YRI,现代,0
1815,YRI,现代,0
1816,YRI,现代,0
1817,YRI,现代,0
1818,YRI,现代,0
1819,YRI,古代_近期,5000
1820,YRI,现代,0
1821,YRI,现代,0
1822,YRI,现代,0
1823,YRI,现代,0
1824,YRI,现代,0
1825,YRI,古代_远期,25000
1826,YRI,现代,0
1827,YRI,现代,0
1828,YRI,现代,0
1829,YRI,现代,0
1830,YRI,现代,0
1831,YRI,现代,0
1832,YRI,现代,0
1833,YRI,古代_近期,5000
1834,YRI,现代,0
1835,YRI,现代,0
1836,YRI,现代,0
1837,YRI,现代,0
1838,YRI,现代,0
1839,YRI,现代,0
1840,YRI,现代,0
1841,YRI,现代,0
1842,YRI,现代,0
1843,YRI,现代,0
1844,YRI,现代,0
1845,YRI,现代,0
1846,YRI,现代,0
1847,YRI,古代_近期,5000
1848,YRI,现代,0
1849,YRI,现代,0
1850,YRI,现代,0
1851,YRI,现代,0
1852,YRI,古代_近期,5000
1853,YRI,现代,0
1854,YRI,现代,0
1855,YRI,现代,0
1856,YRI,现代,0
1857,YRI,现代,0
1858,YRI,现代,0
1859,YRI,现代,0
1860,YRI,古代_近期,5000
1861,YRI,现代,0
1862,YRI,现代,0
1863,YRI,现代,0
1864,YRI,现代,0
1865,YRI,现代,0
1866,YRI,现代,0
1867,YRI,现代,0
1868,YRI,现代,0
1869,YRI,现代,0
1870,YRI,现代,0
1871,YRI,现代,0
1872,YRI,现代,0
1873,YRI,古代_远期,25000
1874,YRI,现代,0
1875,YRI,现代,0
1876,YRI,现代,0
1877,YRI,现代,0
1878,YRI,现代,0
1879,YRI,现代,0
1880,YRI,现代,0
1881,YRI,现代,0
1882,YRI,现代,0
1883,YRI,现代,0
1884,YRI,古代_近期,5000
1885,YRI,现代,0
1886,YRI,现代,0
1887,YRI,现代,0
1888,YRI,现代,0
1889,YRI,现代,0
1890,YRI,现代,0
1891,YRI,现代,0
1892,YRI,现代,0
1893,YRI,古代_远期,25000
1894,YRI,现代,0
1895,YRI,现代,0
1896,YRI,现代,0
1897,YRI,现代,0
1898,YRI,现代,0
1899,YRI,现代,0
1900,YRI,现代,0
1901,YRI,现代,0
1902,YRI,现代,0
1903,YRI,现代,0
1904,YRI,现代,0
1905,YRI,古代_远期,25000
1906,YRI,现代,0
1907,YRI,现代,0
1908,YRI,现代,0
1909,YRI,现代,0
1910,YRI,现代,0
1911,YRI,现代,0
1912,YRI,现代,0
1913,YRI,现代,0
1914,YRI,现代,0
1915,YRI,现代,0
1916,YRI,现代,0
1917,YRI,现代,0
1918,YRI,现代,0
1919,YRI,现代,0
1920,YRI,现代,0
1921,YRI,现代,0
1922,YRI,古代_近期,5000
1923,YRI,现代,0
1924,YRI,现代,0
1925,YRI,现代,0
1926,YRI,现代,0
1927,YRI,古代_近期,5000
1928,YRI,现代,0
1929,YRI,现代,0
1930,YRI,现代,0
1931,YRI,古代_近期,5000
1932,YRI,现代,0
1933,YRI,现代,0
1934,YRI,现代,0
1935,YRI,现代,0
1936,YRI,现代,0
1937,YRI,现代,0
1938,YRI,现代,0
1939,YRI,现代,0
1940,YRI,现代,0
1941,YRI,现代,0
1942,YRI,现代,0
1943,YRI,现代,0
1944,YRI,现代,0
1945,YRI,现代,0
1946,YRI,现代,0
1947,YRI,现代,0
1948,YRI,现代,0
1949,YRI,现代,0
1950,YRI,现代,0
1951,YRI,现代,0
1952,YRI,现代,0
1953,YRI,现代,0
1954,YRI,现代,0
1955,YRI,现代,0
1956,YRI,现代,0
1957,YRI,现代,0
1958,YRI,现代,0
1959,YRI,现代,0
1960,YRI,现代,0
1961,YRI,现代,0
1962,YRI,现代,0
1963,YRI,现代,0
1964,YRI,现代,0
1965,YRI,现代,0
1966,YRI,现代,0
1967,YRI,现代,0
1968,YRI,现代,0
1969,YRI,现代,0
1970,YRI,现代,0
1971,YRI,现代,0
1972,YRI,现代,0
1973,YRI,现代,0
1974,YRI,现代,0
1975,YRI,现代,0
1976,YRI,现代,0
1977,YRI,现代,0
1978,YRI,古代_远期,25000
1979,YRI,现代,0
1980,YRI,现代,0
1981,YRI,古代_近期,5000
1982,YRI,现代,0
1983,YRI,现代,0
1984,YRI,现代,0
1985,YRI,现代,0
1986,YRI,现代,0
1987,YRI,古代_近期,5000
1988,YRI,现代,0
1989,YRI,现代,0
1990,YRI,现代,0
1991,YRI,现代,0
1992,YRI,现代,0
1993,YRI,现代,0
1994,YRI,现代,0
1995,YRI,现代,0
1996,YRI,现代,0
1997,YRI,现代,0
1998,YRI,现代,0
1999,YRI,现代,0
2000,CEU,现代,0
2001,CEU,现代,0
2002,CEU,现代,0
2003,CEU,古代_近期,5000
2004,CEU,现代,0
2005,CEU,古代_近期,5000
2006,CEU,现代,0
2007,CEU,现代,0
2008,CEU,古代_近期,5000
2009,CEU,现代,0
2010,CEU,现代,0
2011,CEU,现代,0
2012,CEU,现代,0
2013,CEU,现代,0
2014,CEU,古代_近期,5000
2015,CEU,现代,0
2016,CEU,现代,0
2017,CEU,现代,0
2018,CEU,现代,0
2019,CEU,现代,0
2020,CEU,现代,0
2021,CEU,现代,0
2022,CEU,现代,0
2023,CEU,现代,0
2024,CEU,现代,0
2025,CEU,现代,0
2026,CEU,现代,0
2027,CEU,现代,0
2028,CEU,现代,0
2029,CEU,现代,0
2030,CEU,现代,0
2031,CEU,现代,0
2032,CEU,古代_近期,5000
2033,CEU,古代_近期,5000
2034,CEU,现代,0
2035,CEU,现代,0
2036,CEU,现代,0
2037,CEU,现代,0
2038,CEU,现代,0
2039,CEU,现代,0
2040,CEU,现代,0
2041,CEU,现代,0
2042,CEU,现代,0
2043,CEU,现代,0
2044,CEU,现代,0
2045,CEU,现代,0
2046,CEU,现代,0
2047,CEU,现代,0
2048,CEU,现代,0
2049,CEU,现代,0
2050,CEU,现代,0
2051,CEU,现代,0
2052,CEU,现代,0
2053,CEU,现代,0
2054,CEU,现代,0
2055,CEU,现代,0
2056,CEU,现代,0
2057,CEU,现代,0
2058,CEU,现代,0
2059,CEU,现代,0
2060,CEU,现代,0
2061,CEU,现代,0
2062,CEU,现代,0
2063,CEU,现代,0
2064,CEU,现代,0
2065,CEU,现代,0
2066,CEU,现代,0
2067,CEU,现代,0
2068,CEU,现代,0
2069,CEU,现代,0
2070,CEU,古代_近期,5000
2071,CEU,现代,0
2072,CEU,现代,0
2073,CEU,现代,0
2074,CEU,现代,0
2075,CEU,现代,0
2076,CEU,现代,0
2077,CEU,现代,0
2078,CEU,现代,0
2079,CEU,古代_近期,5000
2080,CEU,现代,0
2081,CEU,现代,0
2082,CEU,现代,0
2083,CEU,现代,0
2084,CEU,现代,0
2085,CEU,现代,0
2086,CEU,现代,0
2087,CEU,现代,0
2088,CEU,现代,0
2089,CEU,现代,0
2090,CEU,现代,0
2091,CEU,现代,0
2092,CEU,现代,0
2093,CEU,现代,0
2094,CEU,现代,0
2095,CEU,现代,0
2096,CEU,现代,0
2097,CEU,现代,0
